ICAO;NAME;ELEVEATION IN FT;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH
KTQH;TAHLEQUAH MUN;874;17;5001;35;5001;;;;;;;;;;;;
KTQK;SCOTT CITY MUN;2969;8;2145;17;5002;26;2145;35;5002;;;;;;;;
KTRI;TRI-CITIES;1519;5;8000;9;4442;23;8000;27;4442;;;;;;;;
KTRK;TRUCKEE-TAHOE;5901;2;4650;11;7000;20;4650;29;7000;;;;;;;;
KTRL;TERRELL MUN;474;17;5006;35;5006;;;;;;;;;;;;
KTRM;JACQUELINE COCHRAN REGL;-115;12;4995;17;8500;30;4995;35;8500;;;;;;;;
KTRX;TRENTON MUN;758;18;4307;36;4307;;;;;;;;;;;;
KTSO;CARROLL CO-TOLSON;1164;7;4300;25;4300;;;;;;;;;;;;
KTSP;TEHACHAPI MUN;4001;11;4040;29;4040;;;;;;;;;;;;
KTTA;RALEIGH EXEC JETPORT AT SANFOR;246;3;6500;21;6500;;;;;;;;;;;;
KTTD;PORTLAND-TROUTDALE;39;7;5399;25;5399;;;;;;;;;;;;
KTTF;CUSTER;616;3;4997;21;4997;;;;;;;;;;;;
KTTN;TRENTON MERCER;213;6;6006;16;4800;24;6006;34;4800;;;;;;;;
KTTS;NASA SHUTTLE LANDING FACILITY;9;15;15001;33;15001;;;;;;;;;;;;
KTUL;TULSA INTL;678;8;7376;18L;9999;18R;6101;26;7376;36L;6101;36R;9999;;;;
KTUP;TUPELO REGL;346;18;7150;36;7150;;;;;;;;;;;;
KTUS;TUCSON INTL;2643;3;7000;11L;10996;11R;8408;21;7000;29L;8408;29R;10996;;;;
KTVB;CABOOL MEML;1220;3;3002;21;3002;;;;;;;;;;;;
KTVC;CHERRY CAPITAL;624;10;7016;18;5378;28;7016;36;5378;;;;;;;;
KTVF;THIEF RIVER FALLS REGL;1119;4;4997;13;6504;22;4997;31;6504;;;;;;;;
KTVI;THOMASVILLE REGL;264;4;6004;14;4999;22;6004;32;4999;;;;;;;;
KTVK;CENTERVILLE MUN;1023;16;4099;34;4099;;;;;;;;;;;;
KTVL;LAKE TAHOE;6268;18;8541;36;8541;;;;;;;;;;;;
KTVR;VICKSBURG TALLULAH REGL;86;18;5002;36;5002;;;;;;;;;;;;
KTVY;BOLINDER-TOOELE VALLEY;4322;17;6100;35;6100;;;;;;;;;;;;
KTWF;JOSLIN-MAGIC VALLEY REGL;4154;8;8703;12;3224;26;8703;30;3224;;;;;;;;
KTWM;HELGESON;1073;6;4400;15;2581;24;4400;33;2581;;;;;;;;
KTWT;STURGIS MUN;372;1;5000;19;5000;;;;;;;;;;;;
KTX0;SHANK N BANK;24;9;5000;27;5000;;;;;;;;;;;;
KTX2;CHASE INDUSTRIAL;184;13;8000;31;8000;;;;;;;;;;;;
KTXK;TEXARKANA REGL-WEBB;390;4;6601;13;5200;22;6601;31;5200;;;;;;;;
KTYL;TAYLOR MUN;5823;3;7001;21;7001;;;;;;;;;;;;
KTYQ;INDIANAPOLIS EXECUTIVE;922;18;5500;36;5500;;;;;;;;;;;;
KTYR;TYLER POUNDS REGL;544;4;8334;13;5200;17;4849;22;8334;31;5200;35;4849;;;;
KTYS;MC GHEE TYSON;979;05L;6005;05R;9000;23L;9000;23R;6005;;;;;;;;
KTZR;BOLTON;904;4;5500;22;5500;;;;;;;;;;;;
KTZT;BELLE PLAINE MUN;771;18;4001;36;4001;;;;;;;;;;;;
KTZV;TOMPKINSVILLE-MONROE CO;1036;4;4000;22;4000;;;;;;;;;;;;
KU00;LEADORE;6029;11;3500;16;2903;29;3500;34;2903;;;;;;;;
KU01;AMERICAN FALLS;4419;3;4900;21;4900;;;;;;;;;;;;
KU02;MC CARLEY;4492;1;4311;19;4311;;;;;;;;;;;;
KU03;BUHL MUN;3663;9;3898;27;3898;;;;;;;;;;;;
KU05;RIDDICK;5212;16;3600;34;3600;;;;;;;;;;;;
KU06;COKEVILLE MUN;6270;15;3400;33;3400;;;;;;;;;;;;
KU07;BULLFROG BASIN;4167;1;3500;19;3500;;;;;;;;;;;;
KU08;PERKINS;1366;13;4811;31;4811;;;;;;;;;;;;
KU09;FT BELKNAP AGENCY;2374;10;3200;28;3200;;;;;;;;;;;;
KU10;PRESTON;4728;3;3457;16;2437;21;3457;34;2437;;;;;;;;
KU12;STANFORD;4966;4;4500;22;4500;;;;;;;;;;;;
KU13;JUNCTION;6069;17;4505;35;4505;;;;;;;;;;;;
KU14;NEPHI MUN;5022;17;6300;35;6300;;;;;;;;;;;;
KU30;TEMPLE BAR;1549;18;3500;36;3500;;;;;;;;;;;;
KU34;GREEN RIVER MUN;4225;13;5600;31;5600;;;;;;;;;;;;
KU36;ABERDEEN MUN;4474;7;3690;25;3690;;;;;;;;;;;;
KU37;MIDWAY;5017;2;3800;20;3800;;;;;;;;;;;;
KU41;DUBOIS MUN;5123;16;4600;34;4600;;;;;;;;;;;;
KU42;SOUTH VALLEY REGIONAL AIRPORT;4606;16;5862;34;5862;;;;;;;;;;;;
KU45;GRAHAM USFS;5726;18;2900;36;2900;;;;;;;;;;;;
KU46;BIG SOUTHERN BUTTE;5073;1;2600;19;2600;;;;;;;;;;;;
KU48;COXS WELL;5048;7;2700;25;2700;;;;;;;;;;;;
KU51;BANCROFT MUN;5435;7;3280;25;3280;;;;;;;;;;;;
KU52;BEAVER MUN;5863;7;2150;13;4984;25;2150;31;4984;;;;;;;;
KU53;HENRYS LAKE;6596;6;4600;24;4600;;;;;;;;;;;;
KU54;BERNARD USFS;3626;17;1900;35;1900;;;;;;;;;;;;
KU55;PANGUITCH MUN;6763;18;5700;36;5700;;;;;;;;;;;;
KU56;RIGBY;4845;1;3727;19;3727;;;;;;;;;;;;
KU58;DOWNEY;4919;17;3550;35;3550;;;;;;;;;;;;
KU60;BIG CREEK;5743;1;3550;19;3550;;;;;;;;;;;;
KU61;TWIN BRIDGES;6900;18;4450;36;4450;;;;;;;;;;;;
KU62;MACKAY;5892;12;4389;30;4389;;;;;;;;;;;;
KU63;BRUCE MEADOWS;6370;5;5000;23;5000;;;;;;;;;;;;
KU64;MONTICELLO;6966;16;6000;34;6000;;;;;;;;;;;;
KU65;CAREY;4789;8;2650;26;2650;;;;;;;;;;;;
KU68;NORTH BIG HORN CO;4094;9;5200;16;1866;27;5200;34;1866;;;;;;;;
KU69;DUCHESNE MUN;5831;8;4390;17;5800;26;4390;35;5800;;;;;;;;
KU70;CASCADE;4742;12;4300;30;4300;;;;;;;;;;;;
KU72;UPPER LOON CREEK USFS;5500;4;2500;22;2500;;;;;;;;;;;;
KU74;CRESCENT VALLEY;4791;5;5424;14;4650;23;5424;32;4650;;;;;;;;
KU76;MOUNTAIN HOME MUN;3167;10;5000;28;5000;;;;;;;;;;;;
KU78;TIGERT;5843;13;2500;16;3500;31;2500;34;3500;;;;;;;;
KU79;CHAMBERLAIN USFS;5765;7;4100;15;2700;25;4100;33;2700;;;;;;;;
KU81;COLD MEADOWS USFS;7030;16;4550;34;4550;;;;;;;;;;;;
KU82;COUNCIL MUN;2963;17;3600;35;3600;;;;;;;;;;;;
KU84;COSKI MEML;4860;18;2500;36;2500;;;;;;;;;;;;
KU86;CAMAS CO;5058;8;2950;26;2950;;;;;;;;;;;;
KU87;SMILEY CREEK;7206;14;4900;32;4900;;;;;;;;;;;;
KU88;GARDEN VALLEY;3177;10;3850;28;3850;;;;;;;;;;;;
KU89;GLENNS FERRY MUN;2536;8;3050;26;3050;;;;;;;;;;;;
KU91;GRASMERE;5144;5;2750;23;2750;;;;;;;;;;;;
KU92;ANTELOPE VALLEY;6193;7;3450;25;3450;;;;;;;;;;;;
KU93;MAGIC RESERVOIR;4844;4;4000;10;1750;22;4000;28;1750;;;;;;;;
KU94;HAZELTON MUN;4172;6;2800;24;2800;;;;;;;;;;;;
KU96;BLACK MEML;4388;1;5700;19;5700;;;;;;;;;;;;
KU97;HOWE;4930;13;3800;31;3800;;;;;;;;;;;;
KU98;IDAHO CITY USFS;3920;4;3400;22;3400;;;;;;;;;;;;
KU99;LAIDLAW CORRALS;4448;7;2250;25;2250;;;;;;;;;;;;
KUAO;AURORA STATE;200;17;5003;35;5003;;;;;;;;;;;;
KUBE;CUMBERLAND MUN;1243;9;4043;18;1996;27;4043;36;1996;;;;;;;;
KUBS;COLUMBUS-LOWNDES CO;188;18;4503;36;4503;;;;;;;;;;;;
KUBX;CUBA MUN;1023;18;3420;36;3420;;;;;;;;;;;;
KUCP;NEW CASTLE MUN;1070;5;3995;13;2745;23;3995;31;2745;;;;;;;;
KUCY;EVERETT-STEWART REGL;346;1;6503;19;6503;;;;;;;;;;;;
KUDD;BERMUDA DUNES;73;10;5002;28;5002;;;;;;;;;;;;
KUDG;DARLINGTON CO;192;5;5500;23;5500;;;;;;;;;;;;
KUES;WAUKESHA CO;912;10;5849;18;3599;28;5849;36;3599;;;;;;;;
KUGN;WAUKEGAN NATL;727;5;6000;14;3751;23;6000;32;3751;;;;;;;;
KUIL;QUILLAYUTE;193;4;4210;22;4210;;;;;;;;;;;;
KUIN;QUINCY REGL-BALDWIN;769;4;7098;13;5397;18;5400;22;7098;31;5397;36;5400;;;;
KUKF;WILKES CO;1303;1;6200;19;6200;;;;;;;;;;;;
KUKI;UKIAH MUN;617;15;4423;33;4423;;;;;;;;;;;;
KUKL;COFFEY CO;1174;18;5500;36;5500;;;;;;;;;;;;
KUKT;QUAKERTOWN;525;11;3210;29;3210;;;;;;;;;;;;
KULM;NEW ULM MUN;1011;4;2478;15;5401;22;2478;33;5401;;;;;;;;
KULS;ULYSSES;3071;12;4600;17;6000;30;4600;35;6000;;;;;;;;
KUMP;INDIANAPOLIS METRO;811;15;4004;33;4004;;;;;;;;;;;;
KUNI;OHIO UNIVERSITY;766;7;5600;25;5600;;;;;;;;;;;;
KUNO;WEST PLAINS REGL;1228;18;5101;36;5101;;;;;;;;;;;;
KUNU;DODGE CO;934;2;4028;8;5070;20;4028;26;5070;;;;;;;;
KUNV;UNIVERSITY PARK;1231;6;6701;24;6701;;;;;;;;;;;;
KUOS;FRANKLIN CO;1953;6;3700;24;3700;;;;;;;;;;;;
KUOX;UNIVERSITY-OXFORD;452;9;5600;27;5600;;;;;;;;;;;;
KUSE;FULTON CO;781;9;3882;18;2115;27;3882;36;2115;;;;;;;;
KUSW;BOGGS FIELD;928;10;4549;28;4549;;;;;;;;;;;;
KUTA;TUNICA MUN;194;17;8500;35;8500;;;;;;;;;;;;
KUTS;HUNTSVILLE MUN;363;18;5005;36;5005;;;;;;;;;;;;
KUUU;NEWPORT STATE;172;4;2999;16;2623;22;2999;34;2623;;;;;;;;
KUUV;SULLIVAN REGL;933;6;4500;24;4500;;;;;;;;;;;;
KUVA;GARNER;942;15;5256;33;5256;;;;;;;;;;;;
KUWL;NEW CASTLE-HENRY CO MUN;1090;10;4201;28;4201;;;;;;;;;;;;
KUXL;SOUTHLAND;10;15;5001;33;5001;;;;;;;;;;;;
KUYF;MADISON CO;1082;9;4001;27;4001;;;;;;;;;;;;
KUZA;ROCK HILL/YORK CO/BRYANT;666;2;5500;20;5500;;;;;;;;;;;;
KVAD;MOODY AFB;233;18L;9300;18R;8002;36L;8002;36R;9300;;;;;;;;
KVAY;SOUTH JERSEY REGL;53;8;3881;26;3881;;;;;;;;;;;;
KVBG;VANDENBERG AFB;369;12;15000;30;15000;;;;;;;;;;;;
KVBT;BENTONVILLE MUN/THADEN;1298;18;4426;36;4426;;;;;;;;;;;;
KVBW;BRIDGEWATER;1165;15;2745;33;2745;;;;;;;;;;;;
KVCB;NUT TREE;117;2;4700;20;4700;;;;;;;;;;;;
KVCT;VICTORIA REGL;115;13L;9111;13R;4643;18;4908;31L;4643;31R;9111;36;4908;;;;
KVCV;SOUTHERN CALIFORNIA LOGISTICS;2885;3;9138;17;15050;21;9138;35;15050;;;;;;;;
KVDF;TAMPA EXECUTIVE;21;5;5000;18;3259;23;5000;36;3259;;;;;;;;
KVDI;VIDALIA REGL;274;7;6002;14;5002;25;6002;32;5002;;;;;;;;
KVEL;VERNAL REGL;5280;17;7000;35;7000;;;;;;;;;;;;
KVER;VIERTEL MEML;715;18;4000;36;4000;;;;;;;;;;;;
KVES;DARKE CO;1007;9;4512;27;4512;;;;;;;;;;;;
KVGC;HAMILTON MUN;1137;17;5314;35;5314;;;;;;;;;;;;
KVGT;NORTH LAS VEGAS;2205;7;5005;12L;4203;12R;5001;25;5005;30L;5001;30R;4203;;;;
KVHN;CULBERSON CO;3957;3;6005;7;5353;21;6005;25;5353;;;;;;;;
KVIH;ROLLA NATL;1148;4;5500;13;5500;22;5500;31;5500;;;;;;;;
KVIQ;NEILLSVILLE MUN;1238;10;3400;28;3400;;;;;;;;;;;;
KVIS;VISALIA MUN;295;12;6562;30;6562;;;;;;;;;;;;
KVJI;VIRGINIA HIGHLANDS;2087;6;4471;24;4471;;;;;;;;;;;;
KVKS;VICKSBURG MUN;107;1;5001;19;5001;;;;;;;;;;;;
KVKX;POTOMAC;118;6;2665;24;2665;;;;;;;;;;;;
KVLA;VANDALIA MUN;537;9;3001;18;3751;27;3001;36;3751;;;;;;;;
KVLD;VALDOSTA REGL;203;4;5598;13;3636;17;8002;22;5598;31;3636;35;8002;;;;
KVLL;OAKLAND/TROY;727;9;3549;27;3549;;;;;;;;;;;;
KVMR;DAVIDSON;1147;12;4105;30;4105;;;;;;;;;;;;
KVNC;VENICE MUN;18;5;5000;13;4999;23;5000;31;4999;;;;;;;;
KVNW;VAN WERT CO;787;9;4000;18;2558;27;4000;36;2558;;;;;;;;
KVNY;VAN NUYS;802;16L;4013;16R;8001;34L;8001;34R;4013;;;;;;;;
KVOK;VOLK;912;9;8999;27;8999;;;;;;;;;;;;
KVPC;CARTERSVILLE;759;1;5760;19;5760;;;;;;;;;;;;
KVPS;EGLIN AFB/DESTIN-FT WALTON BEA;84;1;10001;12;11987;19;10001;30;11987;;;;;;;;
KVPZ;PORTER CO REGL;770;9;7001;18;4001;27;7001;36;4001;;;;;;;;
KVQQ;CECIL;80;09L;4439;09R;8003;18L;12503;18R;8002;27L;8003;27R;4439;36L;8002;36R;12503
KVRB;VERO BEACH REGL;24;4;4974;12L;3504;12R;7314;22;4974;30L;7314;30R;3504;;;;
KVSF;HARTNESS STATE;578;5;5501;11;3000;23;5501;29;3000;;;;;;;;
KVT8;SHELBURNE;325;1;3077;19;3077;;;;;;;;;;;;
KVTA;NEWARK HEATH;884;9;4649;27;4649;;;;;;;;;;;;
KVTI;VINTON-VETERANS MEML;842;9;4010;16;2500;27;4010;34;2500;;;;;;;;
KVTN;MILLER;2595;3;3701;14;4704;21;3701;32;4704;;;;;;;;
KVUJ;STANLY CO;609;04L;3500;04R;5500;22L;5500;22R;3500;;;;;;;;
KVUO;PEARSON;29;8;3275;26;3275;;;;;;;;;;;;
KVVS;HARDY CONNELLSVILLE;1264;5;3833;14;2404;23;3833;32;2404;;;;;;;;
KVVV;ORTONVILLE MUN-MARTINSON;1101;4;2175;16;3417;22;2175;34;3417;;;;;;;;
KVWU;WASKISH MUN;1181;2;3000;20;3000;;;;;;;;;;;;
KVYS;ILLINOIS VALLEY REGL-DUNCAN;654;7;3999;18;5999;25;3999;36;5999;;;;;;;;
KW00;FREEWAY;168;18;2420;36;2420;;;;;;;;;;;;
KW01;TONASKET MUN;1311;15;3053;33;3053;;;;;;;;;;;;
KW03;WILSON INDUSTRIAL;160;3;4500;9;4500;15;4499;21;4500;27;4500;33;4499;;;;
KW04;OCEAN SHORES MUN;13;15;3100;33;3100;;;;;;;;;;;;
KW05;GETTYSBURG REGL;553;6;3100;24;3100;;;;;;;;;;;;
KW09;LOWER MONUMENTAL STATE;813;1;3300;19;3300;;;;;;;;;;;;
KW10;WHIDBEY;271;16;2470;34;2470;;;;;;;;;;;;
KW12;LOST RIVER RESORT;2415;11;3150;29;3150;;;;;;;;;;;;
KW13;EAGLES NEST;1436;6;2004;24;2004;;;;;;;;;;;;
KW16;FIRST AIR;50;7;2087;25;2087;;;;;;;;;;;;
KW17;RALEIGH EAST;313;1;3000;19;3000;;;;;;;;;;;;
KW19;VERONA;960;3;2060;4;1897;21;2060;22;1897;;;;;;;;
KW20;MOSES LAKE MUN;1205;16;2513;34;2513;;;;;;;;;;;;
KW22;UPSHUR CO;1635;11;4201;29;4201;;;;;;;;;;;;
KW23;WILD ROSE IDLEWILD;908;9;2990;18;1695;27;2990;36;1695;;;;;;;;
KW24;FALWELL;939;10;2932;28;2932;;;;;;;;;;;;
KW27;WOODLAND STATE;29;14;1953;32;1953;;;;;;;;;;;;
KW28;SEQUIM VALLEY;151;09L;2063;09R;3508;27L;3508;27R;2063;;;;;;;;
KW29;BAY BRIDGE;15;11;2713;29;2713;;;;;;;;;;;;
KW31;LUNENBURG CO;526;2;3000;20;3000;;;;;;;;;;;;
KW32;WASHINGTON EXECUTIVE/HYDE;249;5;3000;23;3000;;;;;;;;;;;;
KW34;SHIOCTON;769;9;1415;18;2340;27;1415;36;2340;;;;;;;;
KW35;POTOMAC;413;11;4979;29;4979;;;;;;;;;;;;
KW40;MT OLIVE MUN;166;5;5255;23;5255;;;;;;;;;;;;
KW41;CRISFIELD-SOMERSET CO;4;6;1060;14;2397;24;1060;32;2397;;;;;;;;
KW42;FALLSTON;460;4;2200;22;2200;;;;;;;;;;;;
KW43;HULETT MUN;4264;13;5500;31;5500;;;;;;;;;;;;
KW48;ESSEX SKYPARK;15;16;2084;34;2084;;;;;;;;;;;;
KW50;DAVIS;630;8;2005;26;2005;;;;;;;;;;;;
KW52;GOHEEN;292;7;1500;15;2565;25;1500;33;2565;;;;;;;;
KW56;FLY FOR FUN;297;7;2434;25;2434;;;;;;;;;;;;
KW57;ROUND LAKE;178;14;1927;32;1927;;;;;;;;;;;;
KW58;CEDARS NORTH;275;8;1960;26;1960;;;;;;;;;;;;
KW63;LAKE COUNTRY REGL;419;4;4488;22;4488;;;;;;;;;;;;
KW73;MID-ATLANTIC SOARING CENTER;573;15;2700;33;2700;;;;;;;;;;;;
KW75;HUMMEL;30;1;2167;19;2167;;;;;;;;;;;;
KW78;TUCK;420;1;4003;6;2065;19;4003;24;2065;;;;;;;;
KW81;CREWE MUN;422;15;3300;33;3300;;;;;;;;;;;;
KW87;BUZZWICK;610;9;1920;18;2575;27;1920;36;2575;;;;;;;;
KW88;AIR HARBOR;822;9;2460;27;2460;;;;;;;;;;;;
KW90;NEW LONDON;842;18;3164;36;3164;;;;;;;;;;;;
KW91;SMITH MOUNTAIN LAKE;892;5;3058;23;3058;;;;;;;;;;;;
KW94;CAMP PEARY LNDG STRIP;41;5;5018;23;5018;;;;;;;;;;;;
KW95;OCRACOKE I;4;6;2998;24;2998;;;;;;;;;;;;
KW96;NEW KENT CO;121;11;3603;29;3603;;;;;;;;;;;;
KW99;GRANT CO;963;13;5000;31;5000;;;;;;;;;;;;
KWAL;WALLOPS FLIGHT FACILITY;40;4;8749;10;8005;17;4808;22;8749;28;8005;35;4808;;;;
KWAY;GREENE CO;1069;9;3500;27;3500;;;;;;;;;;;;
KWBW;WILKES-BARRE-WYOMING VALLEY;543;7;3375;9;2191;25;3375;27;2191;;;;;;;;
KWDG;ENID WOODRING REGL;1167;13;3150;17;8614;31;3150;35;8614;;;;;;;;
KWDR;BARROW CO;943;5;3610;13;5500;23;3610;31;5500;;;;;;;;
KWEA;PARKER CO;991;17;2892;35;2892;;;;;;;;;;;;
KWH0;WOODHAWK;3100;9;1200;27;1200;;;;;;;;;;;;
KWHP;WHITEMAN;1003;12;4120;30;4120;;;;;;;;;;;;
KWJF;GEN FOX;2351;6;7201;24;7201;;;;;;;;;;;;
KWLD;STROTHER;1160;13;3137;17;5506;31;3137;35;5506;;;;;;;;
KWLW;WILLOWS-GLENN CO;141;13;3788;16;4125;31;3788;34;4125;;;;;;;;
KWMC;WINNEMUCCA MUN;4308;2;4800;14;7000;20;4800;32;7000;;;;;;;;
KWRB;ROBINS AFB;294;15;12001;33;12001;;;;;;;;;;;;
KWRI;MCGUIRE JOINT BASE MCGUIRE DI;141;6;10014;18;7126;24;10014;36;7126;;;;;;;;
KWRL;WORLAND MUN;4252;4;2241;10;2502;16;7000;22;2241;28;2502;34;7000;;;;
KWST;WESTERLY STATE;81;7;4010;14;3960;25;4010;32;3960;;;;;;;;
KWVI;WATSONVILLE MUN;163;2;4501;9;3998;20;4501;27;3998;;;;;;;;
KWVL;WATERVILLE LAFLEUR;333;5;5500;14;2301;23;5500;32;2301;;;;;;;;
KWWD;CAPE MAY CO;22;1;5252;10;4998;19;5252;28;4998;;;;;;;;
KWWR;WEST WOODWARD;2189;5;2500;17;5502;23;2500;35;5502;;;;;;;;
KWYS;YELLOWSTONE;6649;1;8400;19;8400;;;;;;;;;;;;
KX01;EVERGLADES AIRPARK;5;15;2400;33;2400;;;;;;;;;;;;
KX04;ORLANDO APOPKA;150;15;3987;33;3987;;;;;;;;;;;;
KX05;PILOT COUNTRY;80;18;3700;36;3700;;;;;;;;;;;;
KX06;ARCADIA MUN;63;6;3700;13;2780;24;3700;31;2780;;;;;;;;
KX07;LAKE WALES MUN;127;6;3999;17;3860;24;3999;35;3860;;;;;;;;
KX09;COVEY TRAILS;130;17;3352;35;3352;;;;;;;;;;;;
KX10;BELLE GLADE STATE;14;9;3750;27;3750;;;;;;;;;;;;
KX13;CARRABELLE-THOMPSON;20;5;4000;23;4000;;;;;;;;;;;;
KX14;LA BELLE MUN;20;14;5254;32;5254;;;;;;;;;;;;
KX21;DUNN;30;4;1805;15;2961;22;1805;33;2961;;;;;;;;
KX23;UMATILLA MUN;107;1;2500;19;2500;;;;;;;;;;;;
KX25;CHALET SUZANNE;130;18;2313;36;2313;;;;;;;;;;;;
KX26;SEBASTIAN MUN;22;5;4023;10;3199;23;4023;28;3199;;;;;;;;
KX33;DONIPHAN MUN;635;7;2560;25;2560;;;;;;;;;;;;
KX35;MARION CO;65;5;5000;10;4702;23;5000;28;4702;;;;;;;;
KX36;BUCHAN;15;12;2040;30;2040;;;;;;;;;;;;
KX39;TAMPA NORTH;69;14;3541;32;3541;;;;;;;;;;;;
KX43;SUNRAY;3507;2;3760;17;3250;20;3760;35;3250;;;;;;;;
KX49;SOUTH LAKELAND;110;14;2412;32;2412;;;;;;;;;;;;
KX50;MASSEY RANCH;11;18;4360;36;4360;;;;;;;;;;;;
KX51;MIAMI HOMESTEAD GENERAL AVIATI;7;10;3000;18;3999;28;3000;36;3999;;;;;;;;
KX52;NEW HIBISCUS;25;18;3120;36;3120;;;;;;;;;;;;
KX54;BENGER;4003;4;3013;17;2700;22;3013;35;2700;;;;;;;;
KX55;MID FLORIDA AIR SVC;167;18;3200;36;3200;;;;;;;;;;;;
KX58;INDIANTOWN;30;13;6300;31;6300;;;;;;;;;;;;
KX59;VALKARIA;26;10;4000;14;4000;28;4000;32;4000;;;;;;;;
KX60;WILLISTON MUN;76;5;6669;14;4979;23;6669;32;4979;;;;;;;;
KX61;WHITE;78;9;3300;27;3300;;;;;;;;;;;;
KXBP;BRIDGEPORT MUN;864;18;5005;36;5005;;;;;;;;;;;;
KXLL;ALLENTOWN-QUEEN CITY MUN;399;7;3950;15;3160;25;3950;33;3160;;;;;;;;
KXMR;CAPE CANAVERAL AFS SKID STRIP;10;13;10000;31;10000;;;;;;;;;;;;
KXNA;NORTHWEST ARKANSAS REGL;1288;16;8801;17;8800;34;8801;35;8800;;;;;;;;
KXNI;OTHOLE MEML;6370;6;6000;24;6000;;;;;;;;;;;;
KXNO;NORTH AF AUX;321;6;10003;24;10003;;;;;;;;;;;;
KXNX;SUMNER CO REGL;583;17;6300;35;6300;;;;;;;;;;;;
KXSA;TAPPAHANNOCK-ESSEX COUNTY;135;10;4300;28;4300;;;;;;;;;;;;
KXTA;HOMEY;4494;12;5420;14;12000;30;5420;32;12000;;;;;;;;
KXVG;LONGVILLE MUN;1337;13;3549;31;3549;;;;;;;;;;;;
KY01;WAUKON MUN;1281;7;2413;25;2413;;;;;;;;;;;;
KY03;SPRINGFIELD MUN;1324;1;1900;15;3500;19;1900;33;3500;;;;;;;;
KY04;SUGAR LOAF RESORT;825;2;3512;20;3512;;;;;;;;;;;;
KY14;SKIE-LINCOLN CO;1515;16;3650;34;3650;;;;;;;;;;;;
KY19;MANDAN MUN;1944;4;2921;13;4399;22;2921;31;4399;;;;;;;;
KY23;CHETEK MUN-SOUTHWORTH;1056;7;1490;17;3401;25;1490;35;3401;;;;;;;;
KY27;STANDING ROCK;1633;14;3700;32;3700;;;;;;;;;;;;
KY30;PBEAAYE;690;1;2470;19;2470;;;;;;;;;;;;
KY31;WEST BRANCH COMMUNITY;883;9;5000;27;5000;;;;;;;;;;;;
KY34;LAKE PRESTON MUN;1725;12;2220;30;2220;;;;;;;;;;;;
KY37;PARK RIVER-SKJERVEN;1104;4;2499;13;3101;22;2499;31;3101;;;;;;;;
KY43;ANITA MUN-BURKE MEML;1251;5;2825;23;2825;;;;;;;;;;;;
KY46;BEDFORD MUN;1201;18;2710;36;2710;;;;;;;;;;;;
KY47;OAKLAND SOUTHWEST;926;8;3128;26;3128;;;;;;;;;;;;
KY48;BELMOND MUN;1201;17;3245;35;3245;;;;;;;;;;;;
KY49;WALKER MUN;1348;15;3220;33;3220;;;;;;;;;;;;
KY50;WAUTOMA MUN;859;8;2334;13;3300;26;2334;31;3300;;;;;;;;
KY51;VIROQUA MUN;1292;2;2424;11;4000;20;2424;29;4000;;;;;;;;
KY55;CRANDON/CONWAY MUN;1650;1;2742;12;3550;19;2742;30;3550;;;;;;;;
KY58;SLEEPY EYE MUN;1004;4;2570;14;2500;22;2570;32;2500;;;;;;;;
KY63;ELBOW LAKE MUN-PRIDE OF THE PR;1206;11;4127;14;3401;29;4127;32;3401;;;;;;;;
KY65;CAMPBELL MUN;602;10;3006;28;3006;;;;;;;;;;;;
KY70;IONIA CO;818;9;4298;18;4261;27;4298;36;4261;;;;;;;;
KY71;ELGIN MUN;2355;12;2842;30;2842;;;;;;;;;;;;
KY72;BLOYER;966;7;3900;25;3900;;;;;;;;;;;;
KY73;STAMBAUGH;1622;17;2000;35;2000;;;;;;;;;;;;
KY74;PARSHALL-HANKINS;2032;12;3211;30;3211;;;;;;;;;;;;
KY77;BAYFIELD CO;1143;8;3000;26;3000;;;;;;;;;;;;
KY83;SANDUSKY CITY;776;9;3501;18;2300;27;3501;36;2300;;;;;;;;
KY87;EMPIRE;944;9;2235;17;2600;27;2235;35;2600;;;;;;;;
KY88;GREEN LAKE;866;5;2800;16;1700;23;2800;34;1700;;;;;;;;
KY89;KALKASKA CITY;1030;10;3500;28;3500;;;;;;;;;;;;
KY91;HOME ACRES SKY RANCH;1247;9;3830;18;2550;27;3830;36;2550;;;;;;;;
KY93;ATLANTA MUN;875;5;3000;13;3223;23;3000;31;3223;;;;;;;;
KY94;EAST JORDAN CITY;642;9;3250;18;1800;27;3250;36;1800;;;;;;;;
KY95;HILLMAN;850;4;3400;18;2900;22;3400;36;2900;;;;;;;;
KY96;GOETZ CO;830;3;1400;15;2600;21;1400;33;2600;;;;;;;;
KY98;GRAND MARAIS;838;5;2600;14;2800;23;2600;32;2800;;;;;;;;
KY99;TRULSON;2105;8;3200;26;3200;;;;;;;;;;;;
KYIP;WILLOW RUN;716;05L;5996;05R;7543;9;7292;23L;7543;23R;5996;27;7292;;;;
KYKM;YAKIMA AIR TERM/MCALLISTER;1099;4;3835;9;7604;22;3835;27;7604;;;;;;;;
KYKN;GURNEY MUN;1306;1;3380;13;6095;19;3380;31;6095;;;;;;;;
KYNG;YOUNGSTOWN-WARREN RGNL;1192;5;5002;14;9003;23;5002;32;9003;;;;;;;;
